City,Max Temperature,Humidity,Wind Speed,Cloudiness,Latitude,Longitude,Country,Date
namibe,23.34,68.0,4.63,0.0,-13.7,-76.2167,PE,1643566978
hearst,-17.0,98.0,1.7,92.0,61.8106,51.5806,RU,1643566978
tumannyy,27.98,83.0,3.6,40.0,-0.7193,8.7815,GA,1643566979
the pas,21.73,61.0,2.1,6.0,15.7167,73.8,IN,1643566979
port shepstone,17.52,82.0,7.2,40.0,33.0833,-16.3333,PT,1643566979
tautira,31.11,55.0,3.19,73.0,-15.5631,-39.3025,BR,1643566980
alamos,25.38,84.0,1.63,100.0,-8.4667,140.3333,ID,1643566877
attawapiskat,-24.06,100.0,0.51,94.0,61.67,96.37,RU,1643566980
kamaishi,30.12,51.0,6.17,20.0,11.2529,-85.8705,NI,1643566980
severomuysk,10.46,86.0,3.12,94.0,47.875,-3.9225,FR,1643566981
karratha,30.04,49.0,4.89,7.0,10.7,-14.3667,GN,1643566981
pemangkat,26.23,86.0,2.64,100.0,-6.2167,155.6333,PG,1643566870
krasnogvardeyskoye,22.74,80.0,3.09,50.0,-28.783,32.0377,ZA,1643566981
xinyang,29.34,65.0,8.23,40.0,13.2167,-59.5167,BB,1643566982
victoria,13.82,44.0,1.06,7.0,41.1818,-7.8003,PT,1643566982
olga,31.41,22.0,2.28,33.0,-35.6566,-63.7568,AR,1643566983
klaksvik,26.92,57.0,3.63,90.0,-5.5569,-80.8222,PE,1643566983
halalo,22.53,81.0,5.45,94.0,-22.35,16.1333,NA,1643566983
bom jesus da lapa,23.55,92.0,0.36,100.0,-23.7781,-45.3581,BR,1643567044
laguna,10.14,27.0,6.32,6.0,34.4166,-79.3712,US,1643567044
canto do buriti,-30.08,99.0,1.76,46.0,47.35,142.8,RU,1643567044
flin flon,1.61,58.0,4.59,100.0,63.7256,8.834,NO,1643567045
tabatinga,37.0,7.0,3.47,10.0,13.8065,-10.8321,ML,1643567045
republic,-7.19,34.0,0.8,94.0,42.2683,118.9636,CN,1643567045
nizhneyansk,25.03,86.0,4.55,100.0,-2.9248,-39.9167,BR,1643566994
georgetown,-2.05,70.0,12.29,74.0,66.0449,-17.3389,IS,1643567046
ler,30.5,66.0,6.89,33.0,-5.1989,-35.4608,BR,1643567046
agirish,34.19,37.0,1.08,86.0,-16.9833,-65.1333,BO,1643567047
anadyr,29.75,41.0,7.31,11.0,10.1483,-85.452,CR,1643567047
neiafu,30.09,35.0,2.78,2.0,19.9333,-105.25,MX,1643567047
norman wells,27.92,31.0,5.03,0.0,-28.5708,-70.7581,CL,1643567048
mixtepec,16.84,49.0,1.61,0.0,30.4833,-115.95,MX,1643566851
port hedland,16.08,37.0,5.46,0.0,24.6877,46.7219,SA,1643566664
pisco,13.54,21.0,1.85,0.0,39.2858,-2.7921,ES,1643567048
kortkeros,-15.26,89.0,5.8,100.0,68.7098,-52.8699,GL,1643567048
port-gentil,31.0,45.0,3.09,20.0,-26.8241,-65.2226,AR,1643567006
pernem,27.19,75.0,0.8,88.0,-2.5744,150.7967,PG,1643567047
camacha,-20.92,100.0,1.2,100.0,61.3614,63.5842,RU,1643567049
mascote,32.92,26.0,3.63,1.0,-34.5838,-60.9433,AR,1643567049
merauke,24.27,28.0,0.42,99.0,2.6678,12.7109,CM,1643567050
baykit,18.28,59.0,1.25,0.0,28.147,-15.6502,ES,1643567050
san juan del sur,19.91,42.0,1.79,0.0,30.2672,-97.7431,US,1643566980
concarneau,18.06,40.0,4.12,0.0,25.5333,-103.25,MX,1643566800
sangueya,23.66,91.0,5.53,82.0,-19.5314,-54.0439,BR,1643567051
kieta,17.31,77.0,6.08,99.0,-35.6167,174.5,NZ,1643567051
richards bay,-31.26,93.0,1.53,89.0,49.9811,92.0667,MN,1643567052
bathsheba,15.06,29.0,1.74,0.0,27.7599,68.0921,PK,1643567052
seara,2.36,76.0,3.52,96.0,44.1667,52.1167,KZ,1643567052
general pico,15.66,79.0,6.5,80.0,37.7167,-25.4333,PT,1643567053
sechura,12.29,27.0,0.89,40.0,32.3123,-106.7783,US,1643566769
otjimbingwe,3.01,93.0,2.06,75.0,54.5163,-128.6035,CA,1643567035
barabai,34.88,17.0,3.52,0.0,-29.15,-59.65,AR,1643567053
ilhabela,-16.63,100.0,1.55,87.0,59.9816,45.7854,RU,1643566866
dillon,-2.7,35.0,5.14,0.0,39.4101,-74.3646,US,1643567054
dolinsk,17.11,61.0,0.45,0.0,36.6177,-121.9166,US,1643567046
sistranda,24.99,78.0,2.06,20.0,-23.865,35.3833,MZ,1643567054
bafoulabe,25.47,67.0,1.31,92.0,-4.9667,23.45,CD,1643567055
chifeng,7.1,57.0,3.74,0.0,38.4362,57.4316,TM,1643567055
itarema,19.8,75.0,0.8,0.0,18.4167,84.05,IN,1643567055
husavik,9.67,37.0,1.29,100.0,34.8014,-106.5436,US,1643567056
touros,-18.0,96.0,2.76,100.0,66.5606,67.7975,RU,1643567057
chimore,-21.22,98.0,1.35,100.0,54.3419,101.5036,RU,1643567057
nicoya,-7.55,83.0,11.61,100.0,61.95,159.2333,RU,1643567117
tomatlan,30.7,58.0,7.2,40.0,-7.2597,-34.9075,BR,1643567118
vallenar,29.57,42.0,4.92,2.0,-34.6667,-54.9167,UY,1643567118
san quintin,20.36,80.0,7.1,96.0,-22.45,18.9667,NA,1643567118
riyadh,26.92,80.0,1.29,100.0,-7.2586,-64.7981,BR,1643567119
socuellamos,28.9,70.0,3.09,0.0,16.8634,-99.8901,MX,1643566856
aasiaat,31.12,66.0,3.09,40.0,-5.795,-35.2094,BR,1643567104
tucuman,31.59,10.0,2.6,73.0,9.8833,-2.9167,BF,1643567119
kavieng,14.34,44.0,3.6,40.0,-45.5752,-72.0662,CL,1643567002
sovetskiy,4.49,52.0,5.12,85.0,33.7667,130.4667,JP,1643567059
junin,-4.62,44.0,3.13,26.0,41.8007,-73.1212,US,1643567120
khonuu,18.98,84.0,4.78,1.0,-34.7333,135.8667,AU,1643567120
akom,10.67,46.0,0.0,0.0,36.4072,-105.5731,US,1643567121
galdar,5.42,62.0,9.47,14.0,54.007,15.9875,PL,1643567121
austin,21.27,23.0,10.8,20.0,-22.4667,-68.9333,CL,1643567121
matamoros,20.56,74.0,2.66,64.0,-35.5333,144.9667,AU,1643567122
malwan,14.74,36.0,1.15,0.0,26.3411,77.8115,IN,1643567122
camapua,-0.29,95.0,6.45,77.0,48.6078,42.8486,RU,1643567122
ngunguru,22.38,49.0,4.12,43.0,20.8667,-90.4,MX,1643566987
ulaangom,17.4,95.0,5.22,100.0,-35.1,173.7833,NZ,1643566897
miro khan,26.45,81.0,3.85,100.0,0.8,127.4,ID,1643567123
shetpe,25.56,56.0,3.14,83.0,23.45,-110.2167,MX,1643567123
vila franca do campo,-8.7,87.0,2.2,34.0,61.5706,11.0555,NO,1643567123
gurskoye,19.94,65.0,5.73,0.0,26.9581,56.2719,IR,1643567124
las cruces,25.46,88.0,2.5,100.0,-6.8844,112.2051,ID,1643567124
terrace,7.59,96.0,6.26,100.0,54.549,-3.5841,GB,1643567124
reconquista,-29.28,91.0,2.22,53.0,50.7333,92.05,RU,1643566927
kichmengskiy gorodok,31.13,11.0,2.38,91.0,9.0333,1.4167,TG,1643567125
brigantine,-23.07,99.0,1.25,8.0,46.4667,124.8667,CN,1643567125
pacific grove,25.04,13.0,4.96,5.0,20.1986,1.0114,ML,1643567126
inhambane,17.61,98.0,1.68,100.0,-12.3648,27.8229,ZM,1643567126
lusambo,13.21,49.0,2.68,0.0,39.2191,-121.0611,US,1643566902
baherden,15.82,51.0,2.24,0.0,38.6979,-9.4215,PT,1643567127
narasannapeta,-6.0,88.0,2.15,61.0,69.2408,19.2344,NO,1643567127
abu jubayhah,-7.81,91.0,3.33,100.0,61.8099,36.5345,RU,1643567127
meadow lake,-4.83,49.0,0.5,35.0,41.1231,80.2644,CN,1643567050
marcona,24.72,47.0,3.32,7.0,14.3167,76.65,IN,1643567128
kuala krai,6.68,59.0,5.67,36.0,39.2061,54.5906,TM,1643567128
aksarka,-31.58,100.0,1.18,45.0,69.3,139.9,RU,1643567128
kuytun,25.03,87.0,8.06,62.0,-33.0117,17.9442,ZA,1643566966
erzin,12.0,38.0,4.63,0.0,36.2362,-90.0556,US,1643567129
evensk,6.7,87.0,1.03,40.0,36.655,51.4204,IR,1643567129
lolua,3.54,42.0,1.7,0.0,36.2133,58.7958,IR,1643567129
conde,26.99,78.0,4.63,100.0,-15.7667,128.7333,AU,1643567130
maldonado,2.63,83.0,2.14,7.0,29.2892,121.4247,CN,1643567130
gobabis,16.02,91.0,3.52,100.0,-35.1667,173.1667,NZ,1643567015
labrea,-11.5,96.0,2.41,92.0,58.7383,49.4582,RU,1643567130
acapulco,-15.48,96.0,4.5,82.0,51.8,68.3333,KZ,1643567191
natal,17.81,74.0,6.33,0.0,-33.2667,115.7167,AU,1643567191
batie,38.31,17.0,1.86,0.0,-23.4923,-58.7972,PY,1643567192
coihaique,6.88,54.0,2.06,0.0,42.25,-2.5,ES,1643567192
fukuma,16.65,14.0,4.83,1.0,14.2,24.6667,SD,1643567192
torrington,-21.61,70.0,0.0,0.0,64.5011,-165.4064,US,1643567193
mocambique,26.21,78.0,5.4,49.0,-21.3667,55.6167,RE,1643567168
port lincoln,3.83,93.0,3.09,100.0,54.3161,-130.3201,CA,1643567166
taos,16.43,95.0,0.49,92.0,-5.3,36.5667,TZ,1643567193
bialogard,1.58,98.0,1.45,100.0,58.3019,-134.4197,US,1643567157
calama,8.9,94.0,7.86,70.0,51.0333,-4.2167,GB,1643567165
deniliquin,13.08,99.0,0.78,55.0,40.922,14.5329,IT,1643567194
joura,7.08,64.0,6.97,100.0,40.4723,50.333,AZ,1643567194
surovikino,28.51,75.0,0.99,90.0,-7.7136,-66.9764,BR,1643567194
celestun,31.01,77.0,4.45,100.0,-3.41,-39.0306,BR,1643567195
kaeo,16.25,34.0,7.23,38.0,26.326,43.975,SA,1643567195
ternate,24.65,88.0,2.83,97.0,-13.4408,-49.1486,BR,1643567196
todos santos,29.39,62.0,3.99,90.0,-2.5983,-43.4611,BR,1643567191
koppang,27.48,49.0,2.1,97.0,-1.95,18.2667,CD,1643567196
qeshm,10.56,45.0,1.66,4.0,31.3411,69.4481,PK,1643567197
labuhan,23.87,100.0,4.12,75.0,-20.7333,139.5,AU,1643567097
whitehaven,13.38,82.0,5.14,20.0,35.8419,14.5431,MT,1643567197
khandagayty,20.52,77.0,2.57,75.0,1.4181,-77.3968,CO,1643567197
tchamba,3.93,56.0,0.89,0.0,39.1834,-84.5333,US,1643566531
honggang,1.0,29.0,7.58,73.0,37.4486,116.2925,CN,1643567198
tessalit,22.8,32.0,1.22,67.0,3.0372,29.5355,CD,1643567198
ruatoria,24.11,71.0,4.79,100.0,-11.0964,-77.6139,PE,1643567199
chililabombwe,19.25,92.0,0.63,60.0,7.9986,124.2928,PH,1643567172
grass valley,8.9,76.0,3.09,0.0,36.7525,3.042,DZ,1643566927
cascais,0.65,76.0,6.32,98.0,45.3167,55.2,KZ,1643567199
storsteinnes,-28.65,100.0,0.92,68.0,46.95,128.05,CN,1643567199
pudozh,26.54,73.0,3.07,68.0,-16.4833,-151.75,PF,1643567200
aksu,22.05,48.0,5.12,0.0,28.017,-97.5169,US,1643567193
challakere,28.66,31.0,7.95,100.0,-30.6497,24.0123,ZA,1643567200
gumdag,1.59,60.0,8.23,40.0,46.7167,23.6167,RO,1643567201
deputatskiy,14.09,60.0,1.74,0.0,26.15,87.5167,IN,1643567201
saldanha,-3.84,85.0,3.6,40.0,52.3168,-106.5679,CA,1643567201
kennett,8.47,74.0,2.68,75.0,45.5234,-122.6762,US,1643566669
chalus,0.33,65.0,4.3,7.0,41.1875,61.4036,TM,1643567202
neyshabur,-30.49,99.0,2.14,100.0,67.45,153.6833,RU,1643567202
kununurra,35.14,59.0,3.54,22.0,9.5201,-84.3225,CR,1643567202
ninghai,27.86,78.0,2.57,0.0,-12.9067,45.1914,YT,1643567203
ahipara,-4.94,59.0,6.17,0.0,41.2835,-70.0995,US,1643567203
murygino,27.27,74.0,0.45,40.0,-19.9842,57.6142,MU,1643567203
san salvador,-14.06,77.0,5.4,100.0,59.5833,151.2833,RU,1643567264
warqla,-0.75,64.0,2.57,40.0,70.6634,23.6821,NO,1643567264
atbasar,-17.2,69.0,7.83,100.0,56.45,138.1667,RU,1643567076
australind,26.36,77.0,1.73,100.0,-5.8092,-61.3003,BR,1643567265
pozo colorado,23.83,88.0,2.05,99.0,9.1769,105.15,VN,1643567265
la rioja,5.38,65.0,8.07,59.0,46.2,21.6,RO,1643567265
kutum,14.28,60.0,1.46,0.0,42.7762,-9.0603,ES,1643567266
nome,25.55,79.0,2.76,100.0,-12.5763,13.4055,AO,1643567266
saint-joseph,28.23,67.0,4.98,44.0,5.6592,-53.7767,GF,1643567266
prince rupert,0.54,79.0,6.05,74.0,37.4833,141.0,JP,1643567267
kibaya,14.4,38.0,0.9,0.0,31.6253,71.0657,PK,1643567267
juneau,32.43,42.0,2.99,96.0,10.1869,-74.5753,CO,1643567267
northam,-2.51,54.0,3.13,0.0,40.6576,-73.5832,US,1643567268
nola,27.35,35.0,3.62,62.0,-29.6643,17.8865,ZA,1643567268
artyom,26.2,86.0,6.12,86.0,-14.2667,50.1667,MG,1643567268
pauini,-1.95,72.0,4.66,65.0,42.0551,59.3788,TM,1643567269
viligili,0.21,93.0,6.36,100.0,49.8425,36.5477,UA,1643567269
paracuru,-1.03,64.0,9.26,75.0,71.0357,27.8492,NO,1643567267
artyk,8.31,29.0,0.6,7.0,33.5959,56.9244,IR,1643567270
buraydah,24.89,87.0,1.34,25.0,9.7392,118.7353,PH,1643567270
porangatu,-6.92,81.0,8.69,100.0,59.1167,159.9667,RU,1643567270
palabuhanratu,-27.0,63.0,2.06,75.0,66.1451,-65.7125,CA,1643567167
wahran,26.25,79.0,1.95,100.0,-1.5746,9.2618,GA,1643567271
humberto de campos,25.8,84.0,3.53,95.0,-11.2061,13.8437,AO,1643567271
inongo,27.45,79.0,3.9,98.0,-8.103,156.8419,SB,1643567272
zhob,29.8,62.0,1.85,31.0,-15.3833,-62.95,BO,1643567272
mount isa,28.06,75.0,3.88,59.0,4.423,-7.3528,CI,1643567272
marsaxlokk,-1.92,92.0,4.0,27.0,43.0645,44.7417,RU,1643567273
el tambo,-11.87,96.0,2.13,100.0,63.0734,40.3329,RU,1643567273
hamilton,-30.83,100.0,1.2,100.0,63.0128,112.4714,RU,1643567012
dezhou,7.7,30.0,3.6,0.0,34.2257,-77.9447,US,1643567145
watsa,-1.06,100.0,2.57,100.0,68.1214,13.5031,NO,1643567273
hualmay,6.01,70.0,6.67,7.0,53.3167,11.5,DE,1643567274
marawi,-3.27,46.0,0.89,16.0,41.1668,-74.0496,US,1643567274
algiers,2.83,99.0,2.27,100.0,50.3164,-122.8027,CA,1643567275
beyneu,-5.9,94.0,2.43,74.0,49.1667,-101.8009,CA,1643567275
tieli,0.63,96.0,9.29,100.0,54.8667,24.45,LT,1643567275
faanui,23.38,96.0,0.41,100.0,-3.3836,-57.7186,BR,1643567276
san patricio,23.17,94.0,1.85,98.0,0.5412,123.0595,ID,1643567276
samusu,-17.7,62.0,3.58,52.0,66.3167,-179.1667,RU,1643567276
de aar,26.61,13.0,6.42,91.0,22.6783,-3.9836,ML,1643567277
feleacu,13.43,55.0,7.79,87.0,29.0331,21.5482,LY,1643567277
araria,15.48,31.0,5.14,0.0,31.8913,-85.1455,US,1643567277
warman,19.21,93.0,1.5,100.0,-14.3707,23.242,ZM,1643567277
portland,21.31,76.0,4.67,0.0,22.2394,68.9678,IN,1643567278
gazojak,3.56,74.0,2.04,52.0,27.8964,102.2634,CN,1643567278
srednekolymsk,26.94,18.0,5.66,0.0,-38.9516,-68.0591,AR,1643567278
parrita,25.72,94.0,0.51,20.0,3.3,117.6333,ID,1643567339
bandrele,25.72,85.0,3.2,100.0,-3.2778,-39.2689,BR,1643567326
nantucket,27.83,77.0,5.71,88.0,2.9167,73.5667,MV,1643567339
cap malheureux,19.36,80.0,2.15,100.0,-22.116,14.2845,NA,1643567340
broken hill,25.98,68.0,1.21,86.0,-6.4667,16.8167,CD,1643567340
ola,2.25,58.0,5.96,61.0,59.514,15.9926,SE,1643567340
hammerfest,14.47,86.0,1.8,89.0,-42.7167,170.9667,NZ,1643567341
ayan,12.52,39.0,2.88,11.0,27.181,31.1837,EG,1643567341
manicore,18.37,82.0,3.02,97.0,-20.15,28.5833,ZW,1643567341
ca mau,29.88,26.0,3.21,21.0,-19.8167,-63.9833,BO,1643567342
covasint,21.59,58.0,8.17,2.0,-35.3333,-72.4167,CL,1643567199
muros,-35.43,99.0,2.66,98.0,70.0167,135.6,RU,1643567342
benguela,25.25,29.0,0.78,80.0,2.7858,24.73,CD,1643567343
kadykchan,8.19,77.0,0.68,74.0,28.1667,94.7667,IN,1643567343
mana,24.45,89.0,1.64,99.0,-6.2222,-57.7528,BR,1643567164
namie,24.58,86.0,1.18,70.0,6.1018,125.2905,PH,1643567343
bhakkar,27.25,76.0,3.95,11.0,6.8833,73.1,MV,1643567173
algarrobo,19.08,59.0,5.29,93.0,25.0213,37.2685,SA,1643567344
freeport,7.02,51.0,14.43,0.0,46.7509,19.4726,HU,1643567344
springbok,-3.13,92.0,6.54,100.0,50.6789,156.125,RU,1643567344
sambava,-1.71,95.0,10.93,99.0,51.226,-58.6502,CA,1643567345
akdepe,15.28,77.0,6.17,40.0,37.7333,-25.6667,PT,1643567345
novopokrovka,-5.68,63.0,1.34,80.0,42.2506,-75.833,US,1643567077
mehamn,21.75,60.0,13.89,75.0,16.8901,-24.9804,CV,1643567346
tawnat,4.98,76.0,6.42,78.0,53.6,7.2,DE,1643567346
tabas,13.3,36.0,3.32,17.0,9.8,38.7333,ET,1643567346
puerto princesa,-15.84,85.0,2.06,0.0,49.7833,-92.7503,CA,1643567347
palana,31.37,68.0,6.16,93.0,-6.9811,-34.8339,BR,1643567068
pangnirtung,-4.82,62.0,3.09,100.0,43.4668,-80.5164,CA,1643567071
omboue,23.1,63.0,5.38,84.0,-24.7,44.75,MG,1643567347
sumbe,19.83,83.0,2.57,75.0,-28.7323,24.7623,ZA,1643567348
gizo,23.73,90.0,1.06,60.0,6.5722,124.8772,PH,1643567348
urubicha,9.82,39.0,2.57,0.0,37.6792,-95.4572,US,1643567348
tabou,-23.01,100.0,1.27,98.0,61.2767,108.0108,RU,1643567095
oktyabrskoye,-7.72,67.0,4.8,100.0,60.1432,-45.2371,GL,1643567063
yemtsa,20.02,63.0,4.62,0.0,20.9,70.3667,IN,1643567349
chernyshevskiy,13.42,41.0,0.89,40.0,34.7575,-112.4538,US,1643567349
wilmington,31.88,33.0,0.0,9.0,-20.05,-63.5167,BO,1643567350
gravdal,-24.26,98.0,0.86,25.0,54.3708,92.1358,RU,1643567350
ludwigslust,25.14,93.0,0.49,100.0,-8.4667,118.7167,ID,1643567350
rockland,22.55,78.0,1.58,68.0,-4.45,26.6667,CD,1643567351
barbar,22.91,100.0,6.17,100.0,-25.2406,130.9889,AU,1643567077
pemberton,16.4,47.0,0.89,0.0,37.1666,-119.8343,US,1643567351
carnduff,-35.22,100.0,0.73,56.0,68.5333,146.4167,RU,1643567351
kaisiadorys,-22.59,92.0,2.24,100.0,68.0546,166.4372,RU,1643567352
maues,15.98,82.0,9.32,40.0,38.7333,-27.0667,PT,1643567352
gorontalo,22.66,94.0,2.57,40.0,-28.8667,153.5667,AU,1643567353
egvekinot,4.1,81.0,1.57,47.0,25.1167,114.3,CN,1643567353
taoudenni,-9.29,60.0,2.17,80.0,45.9001,-77.3328,CA,1643567207
jalu,-4.94,86.0,3.6,100.0,61.6886,27.2723,FI,1643567414
eufaula,35.64,22.0,2.0,0.0,-27.7951,-64.2615,AR,1643567414
lukulu,22.94,94.0,1.03,100.0,-19.0595,-169.9187,NU,1643567415
dwarka,26.59,78.0,4.54,30.0,5.3833,-52.95,GF,1643567415
xichang,-1.48,54.0,4.63,0.0,39.7084,-91.3585,US,1643567128
neuquen,27.22,99.0,4.28,100.0,-22.2763,166.4572,NC,1643567416
shahrud,19.98,73.0,4.5,35.0,-29.9533,-71.3436,CL,1643567416
tarakan,15.4,21.0,3.09,0.0,31.5545,-110.3037,US,1643567400
trairi,17.89,59.0,4.1,51.0,32.2994,-9.2372,MA,1643567416
muli,24.13,97.0,1.74,100.0,-9.1667,-60.6333,BR,1643567268
henties bay,7.37,55.0,2.24,96.0,41.1754,29.6133,TR,1643567417
kasongo-lunda,7.86,46.0,1.79,0.0,37.2711,-87.1764,US,1643567417
koping,-30.15,100.0,1.59,13.0,51.7833,113.7667,RU,1643567418
hokitika,-27.3,97.0,1.62,14.0,54.4333,113.6,RU,1643567418
asyut,21.63,88.0,0.81,42.0,-18.7667,46.0333,MG,1643567418
bulawayo,-17.98,92.0,1.03,0.0,65.9667,29.1833,FI,1643567419
monteagudo,14.14,72.0,1.03,0.0,35.174,-2.9287,MA,1643567136
constitucion,-9.08,66.0,4.7,3.0,42.7297,133.0839,RU,1643567419
ust-kuyga,7.54,37.0,1.18,21.0,31.2656,56.8055,IR,1643567420
agva,26.48,79.0,1.45,9.0,7.9868,117.0645,PH,1643567420
buta,27.99,69.0,2.75,7.0,-12.9025,45.0761,YT,1643567420
along,8.16,86.0,7.2,75.0,52.7101,-2.7521,GB,1643567421
jacareacanga,23.5,85.0,1.1,100.0,-4.7333,38.1,TZ,1643567421
alabel,35.47,29.0,1.03,10.0,3.8653,-67.9239,CO,1643567421
dhidhdhoo,-21.97,96.0,2.34,37.0,46.6806,113.2792,MN,1643567422
umm lajj,27.5,77.0,6.32,31.0,5.1033,73.0708,MV,1643567422
orgovany,28.06,56.0,7.75,0.0,-32.035,-52.0986,BR,1643567422
severo-kurilsk,20.23,78.0,1.63,99.0,-28.55,16.4333,NA,1643567423
saint-augustin,15.01,63.0,11.32,75.0,26.1247,127.6694,JP,1643567423
ponta delgada,20.5,92.0,1.1,74.0,-35.35,150.4667,AU,1643567423
broome,12.18,41.0,3.27,3.0,27.2696,31.1511,EG,1643567424
mindelo,24.62,89.0,2.89,100.0,-14.4547,-56.8028,BR,1643567424
guekedou,-8.82,68.0,6.4,21.0,43.3236,145.575,JP,1643567424
norden,-18.52,99.0,1.28,93.0,60.733,56.7202,RU,1643567425
fiche,17.71,82.0,2.06,75.0,-29.1211,26.214,ZA,1643567425
dryden,-2.95,50.0,11.45,0.0,64.2539,-15.2082,IS,1643567426
cabedelo,9.82,100.0,8.99,100.0,51.95,-7.8506,IE,1643567426
waterloo,11.7,23.0,1.93,0.0,38.8692,-1.0971,ES,1643567426
ampanihy,-6.31,73.0,0.51,0.0,37.5683,126.9778,KR,1643566873
kimberley,12.4,63.0,1.4,0.0,26.3667,81.8,IN,1643567427
blingkong,-29.74,100.0,1.41,84.0,66.0,111.5,RU,1643567427
chanute,32.26,50.0,2.07,96.0,-3.3783,-68.8725,BR,1643567427
yerbogachen,18.92,96.0,0.79,0.0,16.7333,82.2167,IN,1643567428
nanortalik,27.23,60.0,7.45,18.0,13.9297,41.6925,ER,1643567428
veraval,4.88,86.0,0.79,6.0,43.3376,-6.4145,ES,1643567488
chino valley,23.71,83.0,3.1,100.0,10.9333,108.1,VN,1643567489
camiri,16.27,40.0,7.43,63.0,-43.3002,-65.1023,AR,1643567489
idrinskoye,11.62,53.0,1.76,46.0,27.9167,96.1667,IN,1643567490
bima,-0.23,67.0,0.56,57.0,42.9057,73.2697,KZ,1643567490
kasongo,-6.04,69.0,0.89,0.0,45.0205,-93.218,US,1643567490
yulara,31.76,24.0,3.63,8.0,-19.8,-63.2167,BO,1643567491
madera,26.51,11.0,4.15,99.0,20.5022,-10.0711,MR,1643567491
belaya gora,-5.61,68.0,4.12,99.0,43.7501,-81.7165,CA,1643567492
bilibino,27.67,78.0,8.63,100.0,1.3292,172.9752,KI,1643567492
praia da vitoria,12.54,61.0,6.98,40.0,29.1081,21.2869,LY,1643567492
ballina,-0.3,38.0,3.09,0.0,38.8451,-76.875,US,1643567493
xiongzhou,25.4,14.0,2.38,100.0,7.3706,7.6253,NG,1643567493
jiazi,8.95,67.0,3.5,17.0,46.6166,10.7002,IT,1643567494
petawawa,22.75,100.0,4.63,100.0,-23.7,133.8833,AU,1643567476
galiwinku,26.83,21.0,1.1,100.0,7.0069,-7.475,CI,1643567494
mikkeli,-27.16,94.0,1.6,78.0,54.3,110.3,RU,1643567495
santiago del estero,22.78,93.0,0.45,67.0,-28.0,153.4333,AU,1643567495
alofi,17.54,82.0,1.12,100.0,-31.3333,27.85,ZA,1643567495
